"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 06 23:54:45 GMT 2022","Mon Jun 06 23:54:45 GMT 2022","256","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Mon Jun 06 23:54:46 GMT 2022","Mon Jun 06 23:54:46 GMT 2022","112","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"passed","Mon Jun 06 23:54:46 GMT 2022","Mon Jun 06 23:54:46 GMT 2022","120","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"passed","Mon Jun 06 23:54:38 GMT 2022","Mon Jun 06 23:54:38 GMT 2022","209","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"passed","Mon Jun 06 23:54:46 GMT 2022","Mon Jun 06 23:54:46 GMT 2022","124","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Mon Jun 06 23:54:46 GMT 2022","Mon Jun 06 23:54:46 GMT 2022","116","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Mon Jun 06 23:54:46 GMT 2022","Mon Jun 06 23:54:46 GMT 2022","114","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"passed","Mon Jun 06 23:54:38 GMT 2022","Mon Jun 06 23:54:38 GMT 2022","82","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"passed","Mon Jun 06 23:54:46 GMT 2022","Mon Jun 06 23:54:46 GMT 2022","118","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Mon Jun 06 23:54:46 GMT 2022","Mon Jun 06 23:54:46 GMT 2022","116","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Mon Jun 06 23:54:38 GMT 2022","Mon Jun 06 23:54:38 GMT 2022","81","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
