"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 07 00:15:04 GMT 2022","Tue Jun 07 00:15:04 GMT 2022","167","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Tue Jun 07 00:15:04 GMT 2022","Tue Jun 07 00:15:04 GMT 2022","78","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"passed","Tue Jun 07 00:15:04 GMT 2022","Tue Jun 07 00:15:04 GMT 2022","73","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Tue Jun 07 00:15:04 GMT 2022","Tue Jun 07 00:15:04 GMT 2022","79","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Tue Jun 07 00:15:13 GMT 2022","Tue Jun 07 00:15:14 GMT 2022","127","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"passed","Tue Jun 07 00:15:13 GMT 2022","Tue Jun 07 00:15:13 GMT 2022","251","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"passed","Tue Jun 07 00:15:04 GMT 2022","Tue Jun 07 00:15:04 GMT 2022","82","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"passed","Tue Jun 07 00:15:04 GMT 2022","Tue Jun 07 00:15:04 GMT 2022","81","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Tue Jun 07 00:15:04 GMT 2022","Tue Jun 07 00:15:04 GMT 2022","76","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Tue Jun 07 00:15:13 GMT 2022","Tue Jun 07 00:15:13 GMT 2022","119","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
"passed","Tue Jun 07 00:15:04 GMT 2022","Tue Jun 07 00:15:04 GMT 2022","77","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
