"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 14 14:24:35 GMT 2022","Tue Jun 14 14:24:36 GMT 2022","250","Schema-Tests","Schemas","Produtos.TestProdutosSchema","","","Validate products API",""
"failed","Tue Jun 14 14:25:12 GMT 2022","Tue Jun 14 14:25:12 GMT 2022","13","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","15","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by ID in the URL",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","18","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description And Name",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","38","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be an integer",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","18","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Description And Name",""
"passed","Tue Jun 14 14:25:12 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","648","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product",""
"failed","Tue Jun 14 14:25:12 GMT 2022","Tue Jun 14 14:25:12 GMT 2022","11","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","20","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID",""
"failed","Tue Jun 14 14:25:12 GMT 2022","Tue Jun 14 14:25:12 GMT 2022","21","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Tue Jun 14 14:24:36 GMT 2022","Tue Jun 14 14:24:36 GMT 2022","24","Schema-Tests","Schemas","Usuarios.TestUsuariosSchema","","","Validate user API schema",""
"failed","Tue Jun 14 14:25:12 GMT 2022","Tue Jun 14 14:25:12 GMT 2022","61","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","21","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Name",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","19","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Name",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","20","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID in the URL",""
"failed","Tue Jun 14 14:25:12 GMT 2022","Tue Jun 14 14:25:12 GMT 2022","13","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"failed","Tue Jun 14 14:25:12 GMT 2022","Tue Jun 14 14:25:12 GMT 2022","12","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"failed","Tue Jun 14 14:25:12 GMT 2022","Tue Jun 14 14:25:12 GMT 2022","15","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","21","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be a number",""
"failed","Tue Jun 14 14:24:35 GMT 2022","Tue Jun 14 14:24:35 GMT 2022","686","Schema-Tests","Schemas","Carrinhos.TestCarrinhosSchema","","","Validate car API schema",""
"passed","Tue Jun 14 14:25:13 GMT 2022","Tue Jun 14 14:25:13 GMT 2022","18","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description",""
"failed","Tue Jun 14 14:25:12 GMT 2022","Tue Jun 14 14:25:12 GMT 2022","13","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
