"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 07 00:06:37 GMT 2022","Tue Jun 07 00:06:37 GMT 2022","109","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Tue Jun 07 00:06:39 GMT 2022","Tue Jun 07 00:06:40 GMT 2022","79","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
"passed","Tue Jun 07 00:06:39 GMT 2022","Tue Jun 07 00:06:39 GMT 2022","217","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"passed","Tue Jun 07 00:06:40 GMT 2022","Tue Jun 07 00:06:40 GMT 2022","85","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"passed","Tue Jun 07 00:06:37 GMT 2022","Tue Jun 07 00:06:37 GMT 2022","122","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Tue Jun 07 00:06:36 GMT 2022","Tue Jun 07 00:06:36 GMT 2022","116","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"passed","Tue Jun 07 00:06:37 GMT 2022","Tue Jun 07 00:06:37 GMT 2022","109","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Tue Jun 07 00:06:36 GMT 2022","Tue Jun 07 00:06:37 GMT 2022","110","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Tue Jun 07 00:06:36 GMT 2022","Tue Jun 07 00:06:36 GMT 2022","257","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Tue Jun 07 00:06:37 GMT 2022","Tue Jun 07 00:06:37 GMT 2022","118","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"passed","Tue Jun 07 00:06:37 GMT 2022","Tue Jun 07 00:06:37 GMT 2022","113","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
