"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","18","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","17","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"passed","Wed Jun 15 00:19:28 GMT 2022","Wed Jun 15 00:19:28 GMT 2022","54","Schema-Tests","Schemas","Carrinhos.TestCarrinhosSchema","","","Validate car API schema",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","17","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Name",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","21","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","35","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID in the URL",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","17","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Description And Name",""
"passed","Wed Jun 15 00:19:28 GMT 2022","Wed Jun 15 00:19:28 GMT 2022","26","Schema-Tests","Schemas","Produtos.TestProdutosSchema","","","Validate products API",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","17","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be an integer",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","84","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","26","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","17","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","18","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be a number",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","18","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","17","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID",""
"passed","Wed Jun 15 00:19:28 GMT 2022","Wed Jun 15 00:19:28 GMT 2022","23","Schema-Tests","Schemas","Usuarios.TestUsuariosSchema","","","Validate user API schema",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","19","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","17","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Name",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","16","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by ID in the URL",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","22","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","20","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Wed Jun 15 00:19:18 GMT 2022","Wed Jun 15 00:19:18 GMT 2022","17","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description And Name",""
