"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jun 14 14:36:54 GMT 2022","Tue Jun 14 14:36:54 GMT 2022","618","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be a number",""
"failed","Tue Jun 14 14:36:53 GMT 2022","Tue Jun 14 14:36:53 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Name",""
"failed","Tue Jun 14 14:36:19 GMT 2022","Tue Jun 14 14:36:20 GMT 2022","618","Schema-Tests","Schemas","Produtos.TestProdutosSchema","","","Validate products API",""
"failed","Tue Jun 14 14:36:50 GMT 2022","Tue Jun 14 14:36:50 GMT 2022","616","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID in the URL",""
"failed","Tue Jun 14 14:36:49 GMT 2022","Tue Jun 14 14:36:49 GMT 2022","10","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"failed","Tue Jun 14 14:36:49 GMT 2022","Tue Jun 14 14:36:49 GMT 2022","11","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"failed","Tue Jun 14 14:36:49 GMT 2022","Tue Jun 14 14:36:50 GMT 2022","615","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product",""
"failed","Tue Jun 14 14:36:49 GMT 2022","Tue Jun 14 14:36:49 GMT 2022","10","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"failed","Tue Jun 14 14:36:20 GMT 2022","Tue Jun 14 14:36:20 GMT 2022","617","Schema-Tests","Schemas","Usuarios.TestUsuariosSchema","","","Validate user API schema",""
"failed","Tue Jun 14 14:36:55 GMT 2022","Tue Jun 14 14:36:56 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description And Name",""
"failed","Tue Jun 14 14:36:52 GMT 2022","Tue Jun 14 14:36:53 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by ID in the URL",""
"failed","Tue Jun 14 14:36:49 GMT 2022","Tue Jun 14 14:36:49 GMT 2022","11","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"failed","Tue Jun 14 14:36:51 GMT 2022","Tue Jun 14 14:36:51 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Name",""
"failed","Tue Jun 14 14:36:51 GMT 2022","Tue Jun 14 14:36:52 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Description And Name",""
"failed","Tue Jun 14 14:36:49 GMT 2022","Tue Jun 14 14:36:49 GMT 2022","10","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"failed","Tue Jun 14 14:36:54 GMT 2022","Tue Jun 14 14:36:55 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be an integer",""
"failed","Tue Jun 14 14:36:50 GMT 2022","Tue Jun 14 14:36:51 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID",""
"failed","Tue Jun 14 14:36:19 GMT 2022","Tue Jun 14 14:36:19 GMT 2022","653","Schema-Tests","Schemas","Carrinhos.TestCarrinhosSchema","","","Validate car API schema",""
"failed","Tue Jun 14 14:36:49 GMT 2022","Tue Jun 14 14:36:49 GMT 2022","10","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"failed","Tue Jun 14 14:36:49 GMT 2022","Tue Jun 14 14:36:49 GMT 2022","76","Integration-Tests","Login","TestLogin","","","Successfully login",""
"failed","Tue Jun 14 14:36:49 GMT 2022","Tue Jun 14 14:36:49 GMT 2022","10","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"failed","Tue Jun 14 14:36:53 GMT 2022","Tue Jun 14 14:36:54 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description",""
