"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jun 14 15:32:32 GMT 2022","Tue Jun 14 15:32:33 GMT 2022","615","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"failed","Tue Jun 14 15:32:39 GMT 2022","Tue Jun 14 15:32:39 GMT 2022","616","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by ID in the URL",""
"failed","Tue Jun 14 15:32:33 GMT 2022","Tue Jun 14 15:32:33 GMT 2022","616","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"failed","Tue Jun 14 15:32:34 GMT 2022","Tue Jun 14 15:32:34 GMT 2022","618","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"failed","Tue Jun 14 15:32:39 GMT 2022","Tue Jun 14 15:32:40 GMT 2022","615","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Name",""
"failed","Tue Jun 14 15:32:35 GMT 2022","Tue Jun 14 15:32:36 GMT 2022","617","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"failed","Tue Jun 14 15:32:31 GMT 2022","Tue Jun 14 15:32:31 GMT 2022","654","Integration-Tests","Login","TestLogin","","","Successfully login",""
"failed","Tue Jun 14 15:32:26 GMT 2022","Tue Jun 14 15:32:27 GMT 2022","616","Schema-Tests","Schemas","Usuarios.TestUsuariosSchema","","","Validate user API schema",""
"failed","Tue Jun 14 15:32:41 GMT 2022","Tue Jun 14 15:32:41 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be a number",""
"failed","Tue Jun 14 15:32:40 GMT 2022","Tue Jun 14 15:32:41 GMT 2022","617","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description",""
"failed","Tue Jun 14 15:32:34 GMT 2022","Tue Jun 14 15:32:35 GMT 2022","617","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"failed","Tue Jun 14 15:32:25 GMT 2022","Tue Jun 14 15:32:26 GMT 2022","629","Schema-Tests","Schemas","Carrinhos.TestCarrinhosSchema","","","Validate car API schema",""
"failed","Tue Jun 14 15:32:36 GMT 2022","Tue Jun 14 15:32:36 GMT 2022","614","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product",""
"failed","Tue Jun 14 15:32:33 GMT 2022","Tue Jun 14 15:32:34 GMT 2022","616","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"failed","Tue Jun 14 15:32:41 GMT 2022","Tue Jun 14 15:32:42 GMT 2022","615","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be an integer",""
"failed","Tue Jun 14 15:32:38 GMT 2022","Tue Jun 14 15:32:39 GMT 2022","615","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Description And Name",""
"failed","Tue Jun 14 15:32:26 GMT 2022","Tue Jun 14 15:32:26 GMT 2022","615","Schema-Tests","Schemas","Produtos.TestProdutosSchema","","","Validate products API",""
"failed","Tue Jun 14 15:32:31 GMT 2022","Tue Jun 14 15:32:32 GMT 2022","616","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"failed","Tue Jun 14 15:32:37 GMT 2022","Tue Jun 14 15:32:38 GMT 2022","616","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID",""
"failed","Tue Jun 14 15:32:36 GMT 2022","Tue Jun 14 15:32:37 GMT 2022","614","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID in the URL",""
"failed","Tue Jun 14 15:32:38 GMT 2022","Tue Jun 14 15:32:38 GMT 2022","615","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Name",""
"failed","Tue Jun 14 15:32:42 GMT 2022","Tue Jun 14 15:32:42 GMT 2022","615","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description And Name",""
