"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 13 23:45:04 GMT 2022","Mon Jun 13 23:45:05 GMT 2022","50","Integration-Tests","Login","TestLogin","","","Successfully login",""
"failed","Mon Jun 13 23:45:05 GMT 2022","Mon Jun 13 23:45:05 GMT 2022","15","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"failed","Mon Jun 13 23:45:05 GMT 2022","Mon Jun 13 23:45:05 GMT 2022","21","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"failed","Mon Jun 13 23:44:52 GMT 2022","Mon Jun 13 23:44:52 GMT 2022","615","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"failed","Mon Jun 13 23:45:05 GMT 2022","Mon Jun 13 23:45:05 GMT 2022","16","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"failed","Mon Jun 13 23:44:51 GMT 2022","Mon Jun 13 23:44:52 GMT 2022","615","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
"failed","Mon Jun 13 23:45:05 GMT 2022","Mon Jun 13 23:45:05 GMT 2022","18","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"failed","Mon Jun 13 23:45:05 GMT 2022","Mon Jun 13 23:45:05 GMT 2022","14","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"failed","Mon Jun 13 23:45:05 GMT 2022","Mon Jun 13 23:45:05 GMT 2022","17","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"failed","Mon Jun 13 23:44:50 GMT 2022","Mon Jun 13 23:44:51 GMT 2022","634","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"failed","Mon Jun 13 23:45:05 GMT 2022","Mon Jun 13 23:45:05 GMT 2022","19","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
