"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 07 00:05:34 GMT 2022","Tue Jun 07 00:05:35 GMT 2022","74","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Tue Jun 07 00:05:35 GMT 2022","Tue Jun 07 00:05:35 GMT 2022","181","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Tue Jun 07 00:05:37 GMT 2022","Tue Jun 07 00:05:38 GMT 2022","159","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"passed","Tue Jun 07 00:05:35 GMT 2022","Tue Jun 07 00:05:35 GMT 2022","76","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"passed","Tue Jun 07 00:05:38 GMT 2022","Tue Jun 07 00:05:38 GMT 2022","66","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"passed","Tue Jun 07 00:05:35 GMT 2022","Tue Jun 07 00:05:35 GMT 2022","78","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"passed","Tue Jun 07 00:05:34 GMT 2022","Tue Jun 07 00:05:34 GMT 2022","79","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"passed","Tue Jun 07 00:05:35 GMT 2022","Tue Jun 07 00:05:35 GMT 2022","94","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Tue Jun 07 00:05:38 GMT 2022","Tue Jun 07 00:05:38 GMT 2022","89","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
"passed","Tue Jun 07 00:05:35 GMT 2022","Tue Jun 07 00:05:35 GMT 2022","82","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Tue Jun 07 00:05:34 GMT 2022","Tue Jun 07 00:05:34 GMT 2022","161","Integration-Tests","Login","TestLogin","","","Successfully login",""
