"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","79","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","60","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID in the URL",""
"passed","Tue Jun 14 14:53:42 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","79","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","79","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Description And Name",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","78","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be an integer",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","76","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by ID",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","78","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product",""
"passed","Tue Jun 14 14:53:42 GMT 2022","Tue Jun 14 14:53:42 GMT 2022","197","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Tue Jun 14 14:53:42 GMT 2022","Tue Jun 14 14:53:42 GMT 2022","81","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"passed","Tue Jun 14 14:53:42 GMT 2022","Tue Jun 14 14:53:42 GMT 2022","82","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"passed","Tue Jun 14 14:53:46 GMT 2022","Tue Jun 14 14:53:46 GMT 2022","146","Schema-Tests","Schemas","Usuarios.TestUsuariosSchema","","","Validate user API schema",""
"passed","Tue Jun 14 14:53:46 GMT 2022","Tue Jun 14 14:53:46 GMT 2022","114","Schema-Tests","Schemas","Produtos.TestProdutosSchema","","","Validate products API",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","83","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Name",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:44 GMT 2022","86","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description And Name",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","78","Integration-Tests","Produtos","TestProdutos","","","Successfully validating that the price must be a number",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","77","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by Description",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","79","Integration-Tests","Produtos","TestProdutos","","","Successfully validating product by Name",""
"passed","Tue Jun 14 14:53:43 GMT 2022","Tue Jun 14 14:53:43 GMT 2022","76","Integration-Tests","Produtos","TestProdutos","","","Unsuccessfully validating product by ID in the URL",""
"passed","Tue Jun 14 14:53:42 GMT 2022","Tue Jun 14 14:53:42 GMT 2022","88","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"passed","Tue Jun 14 14:53:42 GMT 2022","Tue Jun 14 14:53:42 GMT 2022","83","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Tue Jun 14 14:53:42 GMT 2022","Tue Jun 14 14:53:42 GMT 2022","75","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Tue Jun 14 14:53:46 GMT 2022","Tue Jun 14 14:53:46 GMT 2022","258","Schema-Tests","Schemas","Carrinhos.TestCarrinhosSchema","","","Validate car API schema",""
