"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 07 00:08:20 GMT 2022","Tue Jun 07 00:08:20 GMT 2022","87","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Tue Jun 07 00:08:20 GMT 2022","Tue Jun 07 00:08:20 GMT 2022","80","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"passed","Tue Jun 07 00:08:20 GMT 2022","Tue Jun 07 00:08:20 GMT 2022","80","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Tue Jun 07 00:08:20 GMT 2022","Tue Jun 07 00:08:20 GMT 2022","86","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Tue Jun 07 00:08:19 GMT 2022","Tue Jun 07 00:08:19 GMT 2022","134","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Tue Jun 07 00:08:20 GMT 2022","Tue Jun 07 00:08:20 GMT 2022","72","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Tue Jun 07 00:08:35 GMT 2022","Tue Jun 07 00:08:35 GMT 2022","99","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
"passed","Tue Jun 07 00:08:35 GMT 2022","Tue Jun 07 00:08:35 GMT 2022","192","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"passed","Tue Jun 07 00:08:35 GMT 2022","Tue Jun 07 00:08:35 GMT 2022","99","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"passed","Tue Jun 07 00:08:19 GMT 2022","Tue Jun 07 00:08:20 GMT 2022","84","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"passed","Tue Jun 07 00:08:20 GMT 2022","Tue Jun 07 00:08:20 GMT 2022","83","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
