"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 07 00:04:06 GMT 2022","Tue Jun 07 00:04:06 GMT 2022","92","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Tue Jun 07 00:04:03 GMT 2022","Tue Jun 07 00:04:03 GMT 2022","239","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"passed","Tue Jun 07 00:04:06 GMT 2022","Tue Jun 07 00:04:06 GMT 2022","105","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Tue Jun 07 00:04:05 GMT 2022","Tue Jun 07 00:04:05 GMT 2022","239","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Tue Jun 07 00:04:03 GMT 2022","Tue Jun 07 00:04:03 GMT 2022","119","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"passed","Tue Jun 07 00:04:06 GMT 2022","Tue Jun 07 00:04:06 GMT 2022","102","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"passed","Tue Jun 07 00:04:03 GMT 2022","Tue Jun 07 00:04:03 GMT 2022","118","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
"passed","Tue Jun 07 00:04:06 GMT 2022","Tue Jun 07 00:04:06 GMT 2022","102","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"passed","Tue Jun 07 00:04:06 GMT 2022","Tue Jun 07 00:04:06 GMT 2022","104","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Tue Jun 07 00:04:06 GMT 2022","Tue Jun 07 00:04:06 GMT 2022","102","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Tue Jun 07 00:04:05 GMT 2022","Tue Jun 07 00:04:06 GMT 2022","106","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
