"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 08 12:28:31 GMT 2022","Wed Jun 08 12:28:31 GMT 2022","245","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Wed Jun 08 12:28:27 GMT 2022","Wed Jun 08 12:28:27 GMT 2022","111","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"passed","Wed Jun 08 12:28:32 GMT 2022","Wed Jun 08 12:28:32 GMT 2022","110","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Wed Jun 08 12:28:31 GMT 2022","Wed Jun 08 12:28:32 GMT 2022","116","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"passed","Wed Jun 08 12:28:32 GMT 2022","Wed Jun 08 12:28:32 GMT 2022","113","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"passed","Wed Jun 08 12:28:32 GMT 2022","Wed Jun 08 12:28:32 GMT 2022","123","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"passed","Wed Jun 08 12:28:26 GMT 2022","Wed Jun 08 12:28:26 GMT 2022","191","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"passed","Wed Jun 08 12:28:26 GMT 2022","Wed Jun 08 12:28:27 GMT 2022","97","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
"passed","Wed Jun 08 12:28:32 GMT 2022","Wed Jun 08 12:28:32 GMT 2022","115","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"passed","Wed Jun 08 12:28:31 GMT 2022","Wed Jun 08 12:28:31 GMT 2022","110","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Wed Jun 08 12:28:31 GMT 2022","Wed Jun 08 12:28:31 GMT 2022","112","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
