"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jun 14 13:18:03 GMT 2022","Tue Jun 14 13:18:03 GMT 2022","13","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
"failed","Tue Jun 14 13:18:03 GMT 2022","Tue Jun 14 13:18:03 GMT 2022","39","Integration-Tests","Login","TestLogin","","","Successfully login",""
"passed","Tue Jun 14 13:18:00 GMT 2022","Tue Jun 14 13:18:00 GMT 2022","28","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
"failed","Tue Jun 14 13:18:03 GMT 2022","Tue Jun 14 13:18:03 GMT 2022","13","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"failed","Tue Jun 14 13:18:03 GMT 2022","Tue Jun 14 13:18:03 GMT 2022","16","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"passed","Tue Jun 14 13:18:00 GMT 2022","Tue Jun 14 13:18:00 GMT 2022","20","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"failed","Tue Jun 14 13:18:03 GMT 2022","Tue Jun 14 13:18:03 GMT 2022","12","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"failed","Tue Jun 14 13:18:03 GMT 2022","Tue Jun 14 13:18:03 GMT 2022","13","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"passed","Tue Jun 14 13:17:59 GMT 2022","Tue Jun 14 13:18:00 GMT 2022","678","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"failed","Tue Jun 14 13:18:03 GMT 2022","Tue Jun 14 13:18:03 GMT 2022","13","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"failed","Tue Jun 14 13:18:03 GMT 2022","Tue Jun 14 13:18:03 GMT 2022","13","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
