"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jun 14 01:11:29 GMT 2022","Tue Jun 14 01:11:30 GMT 2022","618","Integration-Tests","Login","TestLogin","","","Login with just the blank email",""
"failed","Tue Jun 14 01:11:24 GMT 2022","Tue Jun 14 01:11:24 GMT 2022","616","","Schema-Tests","TestProdutosSchema","","","Validate products API",""
"failed","Tue Jun 14 01:11:30 GMT 2022","Tue Jun 14 01:11:31 GMT 2022","616","Integration-Tests","Login","TestLogin","","","Login with a blank email and password",""
"failed","Tue Jun 14 01:11:27 GMT 2022","Tue Jun 14 01:11:28 GMT 2022","616","Integration-Tests","Login","TestLogin","","","Login with a non-exists email and password",""
"failed","Tue Jun 14 01:11:24 GMT 2022","Tue Jun 14 01:11:25 GMT 2022","615","","Schema-Tests","TestUsuariosSchema","","","Validate user API schema",""
"failed","Tue Jun 14 01:11:30 GMT 2022","Tue Jun 14 01:11:30 GMT 2022","616","Integration-Tests","Login","TestLogin","","","Login with just the blank password",""
"failed","Tue Jun 14 01:11:29 GMT 2022","Tue Jun 14 01:11:29 GMT 2022","616","Integration-Tests","Login","TestLogin","","","Login with an invalid email",""
"failed","Tue Jun 14 01:11:26 GMT 2022","Tue Jun 14 01:11:27 GMT 2022","657","Integration-Tests","Login","TestLogin","","","Successfully login",""
"failed","Tue Jun 14 01:11:28 GMT 2022","Tue Jun 14 01:11:29 GMT 2022","615","Integration-Tests","Login","TestLogin","","","Login with a non-exists password",""
"failed","Tue Jun 14 01:11:23 GMT 2022","Tue Jun 14 01:11:23 GMT 2022","649","","Schema-Tests","TestCarrinhosSchema","","","Validate car API schema",""
"failed","Tue Jun 14 01:11:27 GMT 2022","Tue Jun 14 01:11:27 GMT 2022","616","Integration-Tests","Login","TestLogin","","","Login with a non-exists email",""
